rating,text,date,trip_type,date_status
4,"Good dinner, small and a little noisy environment. Very good meat served on a hot plate. Correct prices except for the wines, which are too high.
The wait was a little too long.",Nov 2023,Family,date_with_label
5,"Great food, great staff, great atmosphere. Vert busy so book in advance - several rurned away while we were there. Excellent customer service. Highly recommended, would definitely go again!",Nov 2023,Couples,date_with_label
5,I was a really great experience and olso tastes . Waitors so kind and pretty . Thanks so much for everything. Prices is avarege for steak houses . You must be reservation before to come.,Nov 2023,Couples,date_with_label
5,"The food is amazing! Value for money and Magda is the best!!!
Next time in Amsterdam definitely will be join again and again!
Thank you for everything!",Nov 2023,Couples,date_with_label
5,"Came here with my friend for a 'Cook your own steak' experience. We love these kinds of meals and finding this restaurant was great! 

I booked a table before we even got to Amsterdam and I'm so glad we did as it was super busy and a q out the door at one point. The menu is huge and lots of options for different meat/fish to cook yourself on hot plates or meals where you don't. 

The service was great, friendly quick and efficient and no complaints. The food, well what can I said, huge portions and super tasty, I literally cannot fault this place at all.....the only negative, I live in the UK and I can't just return for dinner.                 

Drinks, starter and two mixed grill mains came to about 90euros for 2 people, lthough a bottle of water is 6.50. You do get what you pay for with experience and food quality. 

Thank you for a fab experience.",Nov 2023,Friends,date_with_label
5,"Delicious steaks, perfect ambiance. A must-visit for steak lovers! Came for a birthday dinner - lovely service.",Nov 2023,Friends,date_with_label
5,Great experience & Great food. Came for a weekend trip with friends and this was a lovely way to end our trip. 10/10 would recommend,Nov 2023,Friends,date_with_label
5,The service was great. The vibe was fantastic. The food was lovely. Highly recommend. We will definitely come back when we visit Amsterdam again.,Nov 2023,Friends,date_with_label
5,"Fantastic time, good service and amazing vibes 

Attended for a birthday and had great food with friends",Nov 2023,Friends,date_with_label
5,Came with a bunch of friends for my cousins birthday. The staff was very friendly and polite. Food was served quickly and was delightful. Would recommend,Nov 2023,Friends,date_with_label
5,"Had a lovely experience, wonderful food and friendly staff. Would come back again.
I was pleased with starters and main course and the smoothie was tasty.",Nov 2023,Friends,date_with_label
5,"We was recommended Day’s stone grill by a friend of a friend who is a Local in Amsterdam.

I booked for my Boyfriends 30th birthday. The service from the moment we got to the restaurant was amazing. We will definitely be returning and would definitely recommend a visit if you love Steak and are visiting Amsterdam. 

The quality of the meal is unreal. The presentation of the meal is great and the experience of cooking your own meat to how you like it is great. 

Thank you also to Magda and the team for a lovely meal. We will be back and will recommend to others.",Nov 2023,Couples,date_with_label
5,We had a delicious meal and the staff was fun and super friendly. The concept was fun with the stone grill and the meat was super tasty and well marinated.,Nov 2023,Family,date_with_label
5,"Brilliant service and a kind waitress! Went above and beyond to make our night, thank you so much! Amazing food and a great atmosphere!",Nov 2023,Business,date_with_label
5,Lovely food and attentive staff. Would recommend and would come again.  The steak was fabulous and chips to die for.,Nov 2023,Couples,date_with_label
5,"If you are looking for a nice cut of beef in a warm and friendly place, this is your spot! Highly recommended!",Nov 2023,Family,date_with_label
5,Very good experience Nd the food and wine tastyyy i liked it very much and were searching for 2 days for a good place to eat. And thanks to tripadvisor we solved it and liked it,Nov 2023,Couples,date_with_label
5,"The staff was great
Tomahawk is highly recommended, enough food for 2 people!
Still affordable and a digestif on the house 👌🏽",Nov 2023,Couples,date_with_label
5,"Never had this kind of experience before, was excellent. 
Would highly recommend this restaurant.!!!",Nov 2023,Friends,date_with_label
5,"The best experience and fantastic meal I have had in  a long time, the concept off cooking your steak while eating was a amazing experience, if you ever visit Amsterdam be sure to visit DAYS",Nov 2023,Friends,date_with_label
5,"We came for my 50th birthday and had a fantastic meal great atmosphere and they all sang happy birthday they made my birthday extra special 
Would definitely recommend",Nov 2023,Friends,date_with_label
5,The steak was so good and the tiramisu. So nice and good service. We loved it and we will be back :),Nov 2023,Family,date_with_label
5,It was an incredibly beautiful experience..... The meat was so outstanding that we stopped inside for a moment to enjoy it... The service was very quick and exceptionally good... We will never forget this evening. Thank you very much for this great evening.,Nov 2023,Friends,date_with_label
5,Very good meal with meat cooking on a plancha to cook yourself. Original idea. The meat was very tender. Very nice home. Near the center. To recommend.,Nov 2023,Family,date_with_label
5,Excellent meat and excellent service...!!!! Loaded place and really friendly and helpful staff... we ate excellent meat,Nov 2023,Couples,date_with_label
5,"Great resto with excellent meat! Nice staff, excellent service and an enjoyable atmosphere! We will be back!",Nov 2023,Family,date_with_label
3,"The big negative side was the smoke present everywhere in the place, so thick that both the guests and the waiters coughed continuously, not to mention the stench that remains on the clothes and hair: total lack of ventilation and grill to cook the meat caused this The air was unbreathable, the black smoke could be seen and touched.
For the rest, the meat was very good, the hamburger was top, the prawns on the plate were good, even if a little expensive",Nov 2023,Family,date_with_label
5,Valerie did the best service to us we really enjoyed the evening and the very good food. Thank you guys very much. We can recommend this restaurant a lot.,Oct 2023,Couples,date_with_label
5,"Lovely food with a great atmosphere and amazing staff. Had the steak which was delicious, a unique experience.",Oct 2023,Couples,date_with_label
5,"I went there for dinner on my first day in Amsterdam. It's a restaurant that serves so-called stone-grilled steaks, which are cooked on a hot stone.
I was curious about the T-bone, so I ordered it without hesitation.
As you can see in the picture, it's quite filling. If you want more, you can add options such as fries.
The main dish, the steak, was juicy and of excellent quality.
The waiters were attentive and friendly, and the service was of high quality, so it's a comfortable restaurant.
It's easily accessible from Amsterdam Central Station, so I think it's the best option if you want to get energized on your first day after arriving.",Oct 2023,Solo,date_with_label
5,One of the coolest most friendly restaurants ever! We had no idea you cook the steak at your table and it was an awesome experience! Would highly recommend!!!,Oct 2023,Friends,date_with_label
1,"Dear Scenic56704047544,

First of all we want to thank you for your visit. 
We have quality and service as our top priority and therefore I see that you didn't mention a lot. You came on a saturdaynight and made a reservation through you hotel last minute. As you saw we were fully booked and me made an exception for you. We reserve for everybody 2 hours. We didn't want to rush you, but wanted to be transparent towards you. We asked you all the courses if erverything is alright and you said everything is perfect! Once the waitress told you that you can extend your time, you said that it was very kind of her. Therefore we gave you all the options that we could give you. 
We also gave all the kids a present which they appriciated and they were happy. Pricewise we are cheap in comparison with our high quality and service.
We hope that you will give us another change and we hope to welcome you again in the near future! We are sorry that your visit didn't meet your expectations.
Team DAY'S",Oct 2023,Family,date_with_label
5,"Brilliant atmosphere, friendly staff and beautiful food! we had the tenderloin steak and lamb cutlets and they were both delicious.",Oct 2023,Family,date_with_label
5,Came here for my hen do they made me feel unbelievably special they went above and beyond. The food was beautiful and the service was lovely,Oct 2023,Friends,date_with_label
5,"The staff are brilliant, very helpful and welcoming! Food was amazing, very tasty. Magda was very welcoming and helping",Oct 2023,Friends,date_with_label
5,"This restaurant is amazing! The food was amazing and the service went above and beyond, Magda was our waitress and she was outstanding! We will definitely return!",Oct 2023,Friends,date_with_label
5,Amazing place for food and the service was exceptional! The steak was unbelievable Absolutely recommend!,Oct 2023,Friends,date_with_label
5,Excellent meal paired with perfect service. Shared one of fancier steaks with a house red. Fantastic night out. Magda and the rest of the staff really looked after us.,Oct 2023,Couples,date_with_label
5,"I chose this place based on the reviews, and i must say it did not disappoint!

We're a family of three, one of which is our 11 months old son. From the moment we stepped inside, the staff were very friendly and helpful. They held the door open for our stroller and provided us multiple seats to ensure we're seated comfortably. Small gestures, but very meaningful to us. The staff were continuously socializing with our little boy, nothing too intrusize, it was great!

Our main course, the steaks were very tender and a new experience to have it being  'cooked' in front of our eyes. The sauces and seasonings are well balanced.
The only tip we have, is to have slightly more choices as appetizers and side dishes. And the desserts were a bit disappointing. We're always on the look out for things that are 'made inhouse'. But overal, we had a very positive experience and can't wait to come back.",Oct 2023,Family,date_with_label
5,"Incredible selection of both affordable and high quality steaks, something to suit every meat lover. Great cocktails and lovely staff.",Oct 2023,Couples,date_with_label
5,Very nice and fliendly vibe and the meat was perfect i recommended to come with empty stomach 👏👏👏👏👏,Oct 2023,Couples,date_with_label
2,"Dear Danie E,

First of all we want to thank you for your visit and we are sorry that we didn't meet your expectations. We have service and quality as our top priority and we are known for this. Pricewise we are not expensive in comparison for the quality that you get. We have bread and butter for appetizers, it's the first item in the menu. Secondly the salad that you got is for free and we didn't charge you for it. However you also got 3 sauces where you just pay for one sauce (peppersauce, mushroomsauce and garlic yoghurt sauce). We ask all the guests if everything is allright with all the courses and you said everything is good. We ask you so we can take immediate actions, as you didn't mention anything we could help you. We are known of our service, so once you had told us that you didn't like anythin we would have take acctions or change it immediatlty for you. 
We will take your feedback and we hope you can give us another chance in the future!
Team DAY'S",Oct 2023,Family,date_with_label
5,"Amazing food and service. 5/5 experience. 
Steak was cooked to perfection and very good quality.
Defenitily come",Oct 2023,Friends,date_with_label
5,"Excellent experience. Quality, quantity, service, warmth. Special mention to Magda, who takes off the whole experience with her sweetness and attitude. We don't eat like that in Greece. We will definitely come again.",Oct 2023,Family,date_with_label
5,The food was very good and the atmosphere was also very good. The service was very good and everyone was very friendly,Oct 2023,Couples,date_with_label
5,"It was great dinner, never had eaten so good Steak before. Friendly Service, didn‘t wait to long for the food.",Oct 2023,Couples,date_with_label
5,"I came across this place by chance on Tripadvisor while looking for a restaurant close to our hotel. I made a reservation through their website because the concept seemed different and I was curious. If you are going for dinner, make a reservation or you may not be able to enter.

The place is a little small, but it has a very nice atmosphere. The staff is very friendly and their service is very fast. As soon as we sat at our table, they asked us if we had any information about the concept. You choose the meat and sauces (mushroom, hot, etc.) you want from the menu. They bring you a hot stone and you cook your meat on it yourself. French fries and a small salad are also served with the meat. There are many different types of meat from the menu on their website. There are also fish options available.

We ordered T-Bone steak, tenderloin (200 gr), tramisu, cheesecake, a beer and a coke. We paid 105 euro bill. Since the T-bone is thick, it came sealed and slightly cooked first. The tenderloin was served directly raw. When the meat arrives, they tell you how to cook it according to the type of meat. Cheesecake was mediocre but tramisu was amazing. The meat was also quite delicious. If your only goal is to eat steak, you can find cheaper steakhouses around. But in terms of concept, I haven't found anything similar recently. We went for my wife's birthday. If you specify this when making the reservation, after you eat, a torch comes to the table and plays music, giving you a little surprise.

I will definitely come back again when I come to Amsterdam.",Oct 2023,Couples,date_with_label
5,"Magda was perfect as our host. She gave us everything we didn’t know we wanted, and the selection was magnificent. Brava Magda.",Oct 2023,Couples,date_with_label
5,"Very good place to eat meat. Welcoming service and staff, interesting menu and well-stocked plates. Excellent meat. Prices are reasonable. We left happy and satisfied with our choice.",Oct 2023,Friends,date_with_label
5,Wonderful food and service. Steak was a superb cut and excellent flavour. Really looked after us. 100% recommended and would come again. Service in particular was first class. Thank you.,Oct 2023,Couples,date_with_label
5,Great experience cooking your food on a stone yourself. Great service and food. Takk fyrir okkur!!!!,Oct 2023,Couples,date_with_label
5,"Amazing place, great food and great drinks! Service was amazing, would definitely recommend going here!",Oct 2023,Friends,date_with_label
5,"While Amsterdam is a big place with a lot of hidden gems for you to discover, Days StoneGrill is a gem, but not a hidden one whilst being one of the top rated restaurants in the area and for a good reason.

Days StoneGrill is a purebred steak house, with a big variety of beef cuts, high quality meat and a welcomed selection of burgers too, with the Wagyu burger being the crown jewel. 

The staff was phenomenal, super friendly and helpful throughout our stay, providing deep detailing of the catalogue and helping with pairings etc showing deep knowledge and passion on the matter. One of the best staff team I've ever saw, their service quality was flawless! 

Closing my review, Days StoneGrill is a must visit spot in Amsterdam being one of the best steak houses, with fair prices  with an outstanding level of service.",Oct 2023,Friends,date_with_label
5,"The decor is very nice. The staff were very welcoming, efficient and friendly. The quality of the products is excellent. Restaurant a little noisy but that's really a detail. And above all the concept is brilliant, original and tasty… grilling your meat on your own plate",Oct 2023,Couples,date_with_label
5,"Here for the Amsterdam Marathon we treated ourselves to an evening out to visit the city centre. Booked through TheFork, we were greeted by what we thought was the head waiter.
Smiling, polite and extremely helpful.
He immediately showed greater attention to my allergies (reported during the booking phase) and was able to recommend everything that wasn't even contaminated.
Excellent meat, beers too and “wow” desserts.
At the end of the dinner he also offered us a digestive.
All the staff who took turns serving our table were highly trained, polite and always smiling.

An experience worth remembering to say the least!",Oct 2023,Couples,date_with_label
5,"Very nice warm steak house  with very nice food clean. the service  always with a smile to serve you politely, good prices.Definitely I will come back.",Oct 2023,Friends,date_with_label
5,"Birthday dinner for my boyfriend, honestly it was the most amazing experience they really went above and beyond to make it a memorable visit, we will definitely be back. Thank you all! :)",Oct 2023,Couples,date_with_label
5,"We had such a wonderful experience at Days Stonegrill. We were celebrating our engagement and the staff was so friendly and truly went the extra mile. They gave us a larger table by the window to accommodate our champagne and food. The food was amazing. We loved the stone grills for cooking your own steaks. All in all, amazing service, atmosphere and food. We will definitely be back the next time we’re in Amsterdam.",Oct 2023,Couples,date_with_label
5,"We were there for the first time and were thrilled. We had a steak platter for two people. It was a unique experience for us to grill the meat ourselves and it tasted great.
I reserved a table in advance because it was my husband's birthday and asked online whether it was possible to get a ""special"" table. We had a ""normal"" table but nonetheless my husband got a cheesecake with a sparkler and the whole place sang ""Happy Birthday"". At first I thought it might get lost because I had reserved over a month ago. I thought it was great that the staff had remembered.
Conclusion:
Great tasty food and very nice, great staff. We'll be back on our next visit ❤️",Oct 2023,Couples,date_with_label
3,"Went here for a meal with my wife, whilst on holiday.  There are a lot of steak houses in the area, but tried here.  Firstly staff where friendly enough and explained how the steaks came out on a stone and you cooked them how you want.  Got drinks ordered food all good.  When the food arrived the side of fries was as a guess freezer wedges nothing special, and then cooked the steak on the stone as explained by the staff.  My wife had the ribs which where cooked well but little flavour.  We where not asked if we wanted any more drinks the whole time we where there and took a while to get the bill.  Toilets not the best wobbly tables when cutting steak and unattentive staff.  Would not go again and looking back just paid steakhouse prices to cook my own steak feel a little stupid now.",Oct 2023,Couples,date_with_label
5,"This place is amazing, so understated as it really is the best. The steak was perfect and such good value for money, the bread and wine were delicious and they treated us to limoncello and ice cream for my husbands birthday. The staff were all lovely and we’ll definitely be back as soon as we’re in Amsterdam again, we’d recommend to anyone looking for a great steak meal. Thank you!",Oct 2023,Couples,date_with_label
5,"The food was gorgeous and the staff amazing. What else is there to say.

Had to write 100 characters, this covered it.",Oct 2023,Family,date_with_label
5,Started with the WAGYU STEAK which was more than delicious. Had a home made sauce next to it which was actually finger licking. The steak couldn’t be even more juicier. I can write a whole book about this meal ever since it was this perfect. We had no room anymore for a dessert but after seeing it pass by the other tables we had to take it. We chose the best dessert. Don’t past it by; the WAFFLE DELUXE!! Overall a great experience with great food and service!  🥩,Sep 2023,Friends,date_with_label
5,Fantastic service from start to finish. The food was exceptional. I highly recommend anyone who is wanting a steak to come here.,Sep 2023,Family,date_with_label
5,"Our experience here was amazing! Magda was especially a FANTASTIC host! Knowledgeable, attentive and kind; excellent service all around from all staff. Magda pretty much picked out all of our meals lol and they were a big hit! We ordered the Tomahawk, the Wagyu 😍 the Château Belgrave bottle of wine and some fries, all soooo tasty! I then indulged in a tasty ice cream and whipped cream dessert, and a good ole limoncello.
We will be back! Much love from a couple of Londoners 🇬🇧",Sep 2023,Couples,date_with_label
5,"Very good and tasty meat, the location is great and the staff is very friendly and funny!
There are also Italian ppl in the staff (very very nice!)",Sep 2023,Business,date_with_label
5,This place is amazing!!! Great atmosphere and the food was gorgeous. Loved the idea of cooking your own steak. Best meal in Amsterdam.,Sep 2023,Couples,date_with_label
5,"Amazing experience, delicious food. Initially wary about cooking our own steak but it was well worth it, the steak melted in the mouth.",Sep 2023,Couples,date_with_label
5,"The dishes are generous, the meat is of very good quality and the service is lovely. I recommend for meat lovers. Vegetarian dishes are also available.",Sep 2023,Family,date_with_label
5,"Excellent experience, with top-notch meats. Cheerful service, exceptional atmosphere. We didn't have a reservation, but the manager did everything he could to accommodate us. Note: we had a table for 8 people.",Sep 2023,Friends,date_with_label
5,Excellent food & excellent service! Went to celebrate my fiancés birthday and they were  incredibly accommodating!,Sep 2023,Couples,date_with_label
5,"This is an awesome twist on eating steaks. They start by searing it for you and then have you cook it over a hot stone but continuously check-in. The atmosphere was awesome, the food was delicious, and the staff was great. They do the birthday singing and everything for those who plan for that type of thing. 10/10 would recommend to anyone visiting Amsterdam.",Sep 2023,Couples,date_with_label
5,"The best restaurant by far!
Great food & sweet clean place with beautiful music !! as for the service .. perfect !!!",Sep 2023,Couples,date_with_label
5,"Delicious food , perfect service. I recommend this place if someone loves the meat. The service was so warm and help us to order the best",Sep 2023,Couples,date_with_label
5,"A wonderful restaurant, very friendly service and the food was excellent. Recommended for everyone",Sep 2023,Family,date_with_label
5,"Wagyu burger, ribs, and stone-grilled pork are all extremely good. When I was in Amsterdam, I went to this restaurant twice in a week. Recomended!",Jul 2023,Couples,date_with_label
5,"I came with my parents. We had a hamburger, salad and dessert.
The burgers were very good. Salad and dessert, too.
The service was really excellent. All the girls were very friendly. We asked questions about the menu, wine and dessert recommendations and they responded very cordially.
Margarita speaks Spanish very well 🙌🏽",Sep 2023,Family,date_with_label
5,"The beaf steak was nice and the service was splendid. My partner and I were here celebrating his birthday, when the dessert was ready, everyone in the restaurant started singing happy birthday song to us. Very unforgettable",Sep 2023,Couples,date_with_label
5,Such amazing stuff and delightful dishes. It was a place to experience new things. Cooking your own food in just 5-10 minutes.,Sep 2023,Family,date_with_label
5,"We had a lovely business diner, very good service with accurate suggestions. Will definetely come back!",Aug 2023,Business,date_with_label
5,"The Greek Girls : The best service
Great food
Great stuff
Freat meat, place, flavors
Contrats for everything",Sep 2023,Business,date_with_label
5,"Great service and the yummiest steak we have ever eaten.
Atmosphere was great and had an incredible time overall.",Sep 2023,Couples,date_with_label
5,"A brutal experience, very good meat, tomahawk, ribe eye and more. Margarita has treated us phenomenally, they have to raise her salary because she is a phenomenon.",Sep 2023,Friends,date_with_label
4,"Great meat , you have to cook yourself , large selection of local beers and special thanks to Margherita. She carried about us very well.",Sep 2023,Business,date_with_label
5,"Indeed excellent foot and alert, outstanding service. Steaks we had was excellent and the staff is prepared to go the extra mile .",Sep 2023,Couples,date_with_label
5,Hands down the best steak I’ve ever eaten. So reasonably priced for the standard of food you get. Got the rump. Zero regrets.,Sep 2023,Couples,date_with_label
5,Had the most amazing meal food was unreal and our waitress Magda was amazing would highly recommend best place ever ❤️,Sep 2023,Couples,date_with_label
5,The tenderloin was absolutely amazing and I would recommend this place to anyone!!!!!!!!!!!!!!!!!!!!!!,Sep 2023,Business,date_with_label
5,"A fantastic experience %100 recommend!
Really good ambiance, the food is delicious, they also have a terrace!",Sep 2023,Business,date_with_label
5,"Beste mikesan1103,
Bedankt voor uw bezoek met Chant. Het was ons een genoegen om u te mogen verwelkomen en te ontmoeten. We hopen u gauw weer te zien.

Mvg,
Team DAY'S",Sep 2023,Couples,date_with_label
5,"Very nice yet casual dining experience. Friendly staff and reasonable prices.   If you order a steak, you will cook it on a stone at the table. This worked quite well. Even toasted the bread!  Get the waffle for dessert. ☺️",Sep 2023,Couples,date_with_label
5,"One of the best ways you've ever eaten!

One of the best meats I've eaten!

One of the best meat I have tested!!",Sep 2023,Friends,date_with_label
4,Pleasant and quiet steakhouse restaurant within walking distance of the central station. Many options for meat from around the world. You cook yourself on a stone plate that you are given. Minus too few options for accessories.,Aug 2023,Couples,date_with_label
5,"They are REALLY amazing!!
I ate a tbone steak and it was delicious will recommend anyone tho. Espresso martini was game changer and service was amazing",Sep 2023,Family,date_with_label
5,"Big meat is nice, big t bone steak was very delicious and we had a lot of drinks. The beer was good and so was the dark coffee juices",Sep 2023,Business,date_with_label
5,I liked the most that we had the lava rock. It gave me a better view of how the meat is cooked and the service is very friendly.,Sep 2023,Friends,date_with_label
5,"Fantastic evening

Very nice staff and perfect meat

I highly recommend this restaurant",Sep 2023,Couples,date_with_label
5,"Excellent hospitality!
Friendly service-warm inviting atmosphere. Most important amazing steaks! You will not be disappointed.",Sep 2023,Couples,date_with_label
5,We had such a great meal and overall wonderful experience! Lina was a really great server and helped us choose just what we were after. Definitely worth going in because you might miss how wonderful it is walking by!,Aug 2023,Couples,date_with_label
5,"Highly recommend everyone to visit this restaurant.! 
Very good service, good food, nice atmosphere!",Aug 2023,Business,date_with_label
5,"Super good food, the best meat with really good accessories,
 very nice staff, best restaurant in Amsterdam",Aug 2023,Friends,date_with_label
4,"Good reception, helped quickly. The service was very friendly and the food was delicious. Meat tender and tiramisu freshly made. Had a wonderful evening out, worth repeating!",Aug 2023,Business,date_with_label
4,"Lovely, tasty steak in Amsterdam. Friendly and welcoming staff too. We didn’t know in advance to eating here that you cook the steak yourself on a hot plate provided to your table. It was a cool experience and meant you could cook it to exactly your preference however when you’re spending €25-30 on food I think I’d prefer for it to be cooked for me. However the food was delicious so can’t fault it there!",Aug 2023,Couples,date_with_label
5,"Very warm service full of smiling kind faces! The dishes were just delicious, and the way that the steak was cooked in front of us was so cool!!! Wonderful place, relaxing cosy music! Will definitely come again next time we visit Amsterdam!",Aug 2023,Couples,date_with_label
3,"Dear Makkh001,

Thank you for you visit at our restaurant. We are known of our high service and quality. We would be happy to explain everything to you if there is need to. We also provided all the explenations in the menu for each product that we serve. We ask each table twice if everything is allright and you said that everything is perfect. We aks you so you can give us immediately feedback and we take immediate actions if we can do so. As you didn't mention anythin we couldn't' take any actions.
We would be happy to welcome you again in the near future!

Team DAY'S",Aug 2023,Solo,date_with_label
5,"Awesome place 
The meat is excellent 
The people were kind and professional (especially Margherita which was super professional and polite) 
Perfect position",Aug 2023,Business,date_with_label
5,"Great place!nice environment .We had the best staff.Unique dining experience, you cooked your own meat in hot lava plates",Aug 2023,Family,date_with_label
5,"Food was great and the vibe was so fun! Magda was an awesome server and made sure we had a great time! Would definitely recommend it for couples, families and friends!",Aug 2023,Couples,date_with_label
5,The Italian waitress was very kind. Very good meat and sauces. The dessert (we took the waffle) was also good.,Aug 2023,Family,date_with_label
5,"The mojito and pornstar martinis were up with the best that I’d ever had. No sweet artificial tastes, they were great. Tenderloin steaks were delicious and still juicy no matter if you overcooked them yourself on the hot stone. Would definitely return here for a steak dinner in Amsterdam. Staff were lovely also. Highly recommended.",Aug 2023,Family,date_with_label
5,"Wow, what a fun evening!  The service was great, the food was fabulous.  If you skip going to Day's StoneGrill 1870, you're making a mistake.  You wouldn't want that to happen... would you??  Don't forget to ask for a shot of limoncello to cap off the evening!!",Aug 2023,Friends,date_with_label
5,"We had dinner in this place eating a very juicy 1.1kg Tomahawk
We were treated very well, as if we were regular customers of the restaurant and not just tourists.
Magda assisted us throughout our stay, making sure everything was ok and Margherita assisted us throughout dinner.
The meat arrived as we wanted it, juicy.
Remarkable quality dish
We recommend it, we will be back!",Aug 2023,Couples,date_with_label
5,"Awesome meal!  Steaks on a hot rock,  tasty ribs, delicious fresh bread and fabulous service!  We loved this place! Definitely a place to go if you're visiting Amsterdam,  or even if you live there.  5 stars all the way!",Aug 2023,Friends,date_with_label
5,"The spot is amazing for a cozy and tasty dinner! The staff is very helpful, and especially Magda, our waiter, made sure that our experience here was amazing!",Aug 2023,Family,date_with_label
5,"Thank you Martha!!!! We had the most amazing pre wedding. We had the best carpaccio and surf and turf! The service was amazing. 
Thank you again!",Aug 2023,Friends,date_with_label
5,"Amazing food, amazing service, lovely experience. Helped with celebrations for a birthday! Will 100% be coming back and would recommend to everyone, no matter the occasion.",Aug 2023,Family,date_with_label
5,"Wonderful food and service. Choose what cut of meat you would like and they will bring a very high quality meat seasoned and prepared to grill at your table on a hot stone. Dessert was a waffle topped with vanilla ice cream, whipped cream and Nutella sauce. Fabulous. Fast, quality service as well. Highly recommend.",Aug 2023,Couples,date_with_label
5,"The food was excellent (high quality meat) and very nice, polite service. 10 out of 10 would recommend!!",Aug 2023,Couples,date_with_label
5,"Very friendly service and delicious food. Highly recommended, especially for meat eaters! A very nice experience.",Aug 2023,Couples,date_with_label
2,"Dear Claudia,

Thank you for your visit  at our restaurant. However what you wrote isn’t correct. We made a mistake and we gave you the money back. However you don’t pay €4,50 for the sauce that is for the fries what you have been asking for and which is written in the menu. We ask you 2 times everything is alright and you said everything is perfect. We have service and quality as our highest priority. We hope to welcome you again in the near future! We are sorry that we didn't meet your expectations!

Team DAY’S",Aug 2023,Family,date_with_label
4,"Quite central location, with very friendly and attentive staff, Spanish speaking, very pleasant.
We ordered the meat that was recommended to us, they serve it with a stone for the center so that it finishes cooking and it was very good.
We ordered salmon and it was a bit dry.
Very good value for money for Amsterdam",Aug 2023,Family,date_with_label
5,"Wonderful meal and impeccable service, Valerie was amazing! We had a fabulous evening celebrating a friend’s birthday. Highly recommend this place.",Aug 2023,Friends,date_with_label
5,"Absolutely amazing tenderloin steak cooked it myself on an amazing hot stone, the best steak I have ever had and the quality of the service was second to none, if you are ever lucky enough to be in Amsterdam definitely worth a visit",Aug 2023,Family,date_with_label
5,Great food. Great service!! Food is great. We really enjoyed grilling the meat ourselves!,Aug 2023,Family,date_with_label
4,"Great food, great service and friendly staff! Highly recommended and the entire family enjoyed our dinner here.",Aug 2023,Family,date_with_label
5,"The restaurant has a few outdoor tables, some covered by an awning. Not far from Centraal Station. Even inside, it id not a big place so make reservations if you can. We walked by around 5 pm, and it was not crowded, made a reservation and returned with the rest of our group of 6 at 6:45 and the place was packed. There is one large communal table that could fit a large party or can be used to accommodate a few smaller parties. Nice atmosphere and good prices. All the staff were very nice; Magda was our server and she coached us through ordering and cooking. Large menu with steaks, fish, soups, salads - plenty to choose from. Steaks are brought to the table raw and you cook them yourself on a 400 degree lava stone. Not only is this a unique and fun experience, but it was delicious. The surf & turf was wonderful - a nice cut of tenderloin plus 2 shrimp. The meat trio was good (two different steaks and lamb) - overall a lot of meat, but the lamb portion was smaller than preferred. The T-bone was a little tough and required a bit of work to cut away the fat. The chicken kabobs (which are not cooked by you on the stones, but in the kitchen) were very good. Fries were a steak cut and were wonderfully crispy. All entrees come with a side salad - other sides (like fries, bread, rice, etc) are additional charges, but also good portions. Caution should be made with small children, as the stones could be dangerous.",Jun 2023,Family,date_with_label
5,"It was a great experience. Great food, atmosphere and friendly staff. Visited this place teice and don’t regret it at all",Aug 2023,Friends,date_with_label
5,"Very Authentic chic restaurant in the middle of Amsterdam with great food, drinks and service I’ve never tried better steak before cooked in front of me on a stone grill and super good prices!",Aug 2023,Friends,date_with_label
5,Great food and great dinner With loads of steak seasoned very tasty. They have the best porterhouse. We love coming back to this place and get the best steak in town. Really near to central station which is very nice to reach out to this place. Lovely atmosphere and people. Will come back when in Amsterdam!!!!,Aug 2023,Family,date_with_label
3,"Dear BAnnemaryX,

First of all we want to thank you for your visit. We have quality and service as our top priority and we are known of our fair prices compared to the quality.

Secondly you have two options of wagyu burger. You Wagyu burger and Wagyu burger xl. So we assume that you ordered a wagyu burger but you expected an  XL.

Thirdly we ask all our guest with each course if everything is alright and as you didn’t mention anything we can’t take any action for you immediately.

Fourthly, when our lovely guests are visiting us, it’s because making your own steak on the stone is a lot healthier than grilling it. The process to prepare the stone and bring it to the table is more work than you think. 

We hope to welcome you again in the future!! 

Kind regards,
Team DAY’S",Aug 2023,Couples,date_with_label
5,My wife and I went to Day's after our canal cruise with Those Damn Boat Guys.  The meal was excellent.  My wife had the BeetRoot burger which she absolutely loved.  I tried one of their ribeye steaks and it was delicious.  They bring you a hot stone on which to cook your steak as you like it.  We sat outside and enjoyed a great meal and watched people go back.  The service was excellent.  Excellent meal in a nice setting.,Jul 2023,Family,date_with_label
5,"This place is perfect for a meat dinner, which was delicious in different types we chose. Service is very good, the guys are all good.",Aug 2023,Couples,date_with_label
4,To be positioned so high in the Amsterdam rankings means that the options available must be really poor... good but not excellent. Better service than elsewhere. Location ok.,Aug 2023,Family,date_with_label
5,"Recommend you book in advance. Friendly and super helpful staff, great dining experience cooking food on the hot stone on the table. The garlic sauce they serve the food with is to die for. Absolutely outstanding food! I had lamb cutlets that were beautiful and other half had ribeye steak that was amazing. 

All staff spoke English really well. 

100% recommend (maybe not if your a vegan!)",Aug 2023,Couples,date_with_label
5,Everything was fantastic! Loved the food and the staff is amazing! We found this place online and it didn’t disappoint. Our server Valorie was amazing!,Jul 2023,Couples,date_with_label
