rating,text,sentiment,date,trip_type,date_status
4,"If you are in Rome you simply have to see this building. The first time we were there was in 2021 (during Corina), it was unique because there were no crowds there.",正面,Jun 2023,,date_only
5,"An essential visit if you visit Rome, even if you have to request entry online. A hassle that is worth it.",正面,Dec 2022,,date_only
5,"How could you not visit the Pantheon, a majestic example of ancient ingenuity that has spanned the millennia maintaining its beauty, you just have to visit it.",正面,Sep 2023,,date_only
5,"Its origins are before Christ.Majestic architecture that captures your gaze in a bewitching and evocative way.It is one of the most fantastic monuments in the city.The columns are marvelous.It is a fluid visit, a dive into thousand-year-old Rome.The roof of the colonnade is something extraordinary!",正面,Sep 2023,Friends,date_with_label
5,"You can book the audio guide with your ticket. There is a reduced price for young people (up to 25 years old). Overall, it was a great experience with the guide, as you can walk through the Pantheon at your own pace and as you please. We stayed there for an hour in total. With the ticket you definitely get in quicker and you don't have to wait in line. You get the audio guides with headphones at the information desk and you hand them back there after the tour.",正面,Aug 2023,Couples,date_with_label
5,Our guide was very knowledgeable and easy going. We had a small group so everyone had a chance to ask their questions. We learned a lot about the history of the place and also some fun facts. I definitely recommend and would actually like to go with the same guide to other places in Rome.,正面,"Written September 2, 2023",,unknown_format
5,Few monuments in the world can compare with the majesty of the Pantheon. Every time I come to Rome it's a fixed stop. Unique and indispensable.,正面,Aug 2023,Friends,date_with_label
5,informative and friendly tour guide.She went out of her way to make sure the group were taken care of,正面,Aug 2023,Solo,date_with_label
5,My second time at the Pantheon and I can't describe how beautiful is this place.  I bought my tickets on the oficial website and I didn't need to wait because they had a big queue.,正面,Aug 2023,Couples,date_with_label
4,A must visit when you go to Rome. The line moves pretty quick. We had bought tickets at the venue and it didn’t take a lot of time inspite of having a big crowd. The church is really beautiful from inside. The only problem was that we didn’t take a guided tour and I would highly recommend taking a guided tour for this. One can understand things more elaborately,正面,Aug 2023,,date_only
5,"One of the most impressive buildings in Rome, in addition to being super well preserved, we still have a lot of history around it.",正面,Jul 2023,Couples,date_with_label
5,Beautiful experience. Easy entry with the online ticket. The price is right. Here is the story. Absolutely worth visiting,正面,Aug 2023,Friends,date_with_label
5,The other heavy hitter in the town next to the Colosseum. Astonishing. The size of these ancient buildings are stunning.,正面,Aug 2023,Couples,date_with_label
2,Terrible! We had purchased the ticket in advance so we could skip the line but it was all for nothing since we still had to wait in the ticket line. The staff wasn't very useful either and one of them was in fact a bit rude when we asked where the line was.,負面,Jul 2023,Friends,date_with_label
1,The pantheon was amazing but the woman giving out the audio guides was so rude she ruined the trip for me.,負面,Aug 2023,,date_only
5,6am was the perfect time to visit. No one in sight! Was able to walk the streets when it wasn’t a busy time. Got great footage with no tourists around.,正面,Aug 2023,Couples,date_with_label
5,"This was easily one of our favorite sites in Rome. We purchased the self-guided audio tour and thus didn’t need to wait in the horrendous line to enter. At the appointed time, we showed the staff our tickets on our phone and waltzed right into the Parthenon. Originally built as a Roman temple, the structure is likely ~2,000 years old. It’s simply a marvel to behold in person. The audio tour was very straightforward and informative. From entry to exit was probably about an hour and we enjoyed it very much",正面,"Written August 19, 2023",,unknown_format
5,"The queue under the sun justifies the view of this placeTruly fabulous, you can't go to Rome without visiting itPs when you enter don't forget to look up to admire the roof of the colonnade",正面,May 2023,,date_only
3,"Not a real guided visit to me, even if will make you avoid the queueA quick tour on Wikipedia would be enough for me 😊",負面,Aug 2023,Solo,date_with_label
5,"A true marvel which testifies to the power of Roman civilization.For me, it's a must-have. Don't hesitate to enter.Ticket price €5 for adults. €3 for 18-25 year olds and free for under 18s.Above all, buy your ticket online. The website of the Italian Ministry of Culture.",正面,Aug 2023,,date_only
4,"There is a QR code at the door that you can scan to buy tickets, so you can go in immediately without queuing even if you don't have a reservation. It's bigger than expected, and the dome design is more clever than expected.",正面,Aug 2023,Friends,date_with_label
4,"Nice old building turned into a church, very beautiful, jut take ten minutes to see. The official ticket is 5 euros, at the entrance.If you go you get tickets at the door, we don’t know we pay 19 euros at the agency. To be honest its not worth more 5 euros.",負面,"Written August 17, 2023",,unknown_format
4,"Visiting the pantheon is one of those things that you must do if or when visiting Rome, its views are impressive and imposing and inside it is very beautiful. The only negative point to highlight is that now you have to pay €5 to access and once you do you see it very quickly, it is not money wasted because as I say it is impressive but if I have to choose I am more impressed by its exterior aesthetics than the interior.",正面,Aug 2023,Couples,date_with_label
1,"We went to collect our tickets, which was not close to the Pantheon. We then went to the Pantheon and the line they told us to get in when we got our tickets was longer than any other line. We were also told that we had to go inside and get out actual passes and audio guide. We ended up not even going because the line was so incredibly long and it was so hot out. Why buy tickets in advance if that line is longer than the general admission line?? Disappointing….",負面,Aug 2023,,date_only
5,"Lovely to visit the oldest remaining Roman Temple- great value at 10€ per adult and kids are free- won’t upload any photos to spoil it. Book in advance if you can, if not join the queue- it opened at 9 and we arrived just gone 9- joined the queue and were in within 15 mins",正面,Aug 2023,,date_only
5,Ancient religious building which has survived after multiple adventures. Very well preserved. To visit if you wish.,正面,Jul 2023,Couples,date_with_label
5,"We went to the Pantheon on our own and just enjoyed it. We followed the advice found online to purchase our entry tickets online through the Italian Museum website. The instructions I found online were very helpful as they walked through the steps of navigating the online purchase (it's only in Italian). It was a process though, not something you easily whip out your phone and do on the street before entry. It was well worth it though as I was able to purchase the tickets and go in a much shorter line with our barcodes. The Pantheon was beautiful, and one could spend as much time in there as one likes depending on interest level. I'm sure a tour guide or the downloadable apps would have enhanced our knowledge of the history behind it all, but we were fine just reading a few of the the signs up and just soaking it in visually for ourselves. After so many other guided tours we felt this one was something easy to do on our own.",正面,Jul 2023,,date_only
5,Another majestic building that will be on your route if you are in the monuments district,正面,Jul 2023,Couples,date_with_label
4,"The pantheon for me is a magical place, it is not the first time I have visited it and every time I am amazed.Everything is magnificent apart from two things: the long queue to enter and the heat of Rome.The best idea to avoid both is definitely to go very early in the morning",正面,Jul 2023,Couples,date_with_label
5,"Visiting the Pantheon from July 1, 2023 costs 5 eurosThere are 3 queues1 to pay by card1 if you have reserved in advance on the internet1 to pay in cashStudents pay 3 eurosOther 5 eurosWell worth the visit",正面,"Pantheon now 5 euros from July 1, 2023",,unknown_format
4,"This is a great place to visit the actual exhibits or to watch people, and the street performers. One night a gentleman had a huge group dancing in a circle while he played. You may also find people selling souvenirs. Be sure to watch your belongings.",正面,Aug 2023,Friends,date_with_label
5,"For this visit, we took the audio guide provided by the Panthéon museum! A must do to have all the details to understand the origin of this place today! You will of course discover the architecture of the Roman era as well as the tombs of illustrious people such as the painter Raphael and the unifier of Italy Vittorio Emanuel II. You will discover the architecture of the dome and the concave floor!",正面,Aug 2023,Couples,date_with_label
5,"The huge structure that you suddenly come across while wandering around the narrow streets of Rome. It means temple of the gods. It was previously a monument where well-known people were buried, but later it was turned into a church. There are plenty of cafes and restaurants around. It is almost empty in the morning and gets very crowded in the afternoon. In any case, it's a great place.",正面,Aug 2023,,date_only
5,"An undisputed masterpiece of architecture and engineering, the circular Roman-style building, built with bricks and concrete, is composed of a circular hall covered by a hemispherical dome. The oculus (the eye), a circular hole with a diameter of 9 meters, located at the top of the large dome, is the central opening from which the light radiates and expands the space inside in an engaging and intriguing way. The visit to the Pantheon, to discover the hidden mysteries of its history, attracts visitors from all over the world for the magnificence of its proportions, the majesty of the dome and the architectural peculiarity. Entering the Pantheon is an emotion every time... and not just for the eyes.",正面,May 2023,Friends,date_with_label
4,"Another old relic that makes Rome what Rome is, an open air museum, this attraction can be easily found and you can marvel it from outside for free.",正面,Aug 2023,Couples,date_with_label
5,"I believe it is the most preserved ancient architectural work in Rome, as it was cared for by the Church. Unmissable, unforgettable.",正面,Sep 2022,Couples,date_with_label
1,Did not include skip the line. We paid for but did not do the tour because we did not understand until after we paid that it was not a skip the line experience.,負面,Jul 2023,,date_only
5,"A must visit, better with a guide and skip-the-line tickets. You have to buy the ticket online to avoid queuesSpectacular.",正面,Jul 2023,,date_only
4,"Firstly, if you can cope with the booking system online, try your best to get advance tickets, because the queues are long. Also, try and get tickets for as early as possible too. I liked this former Roman-temple-turned-church. The construction is a wonder of Roman engineering. I liked the doric columns and the sloped floor (to cope with rain that falls through the hole in the roof). To think think structure had mostly survived since Roman times is a wonder.I was much more invested in the building as a Roman structure than it's current use as an RC church. The (very long) description panels generally don't say much about the Pantheon's pre-Christian roots, indeed, they just refer to that time as ""pagan"". That in itself made me a little sad, but I acknowledge that the Roman Catholic church has a long association with the site and so feel their history trumps a dead civilization of 2000 years ago.Don't miss Raphael's tomb to the left of the entrance. Also the impressive tomb to Emmanuel II is the ultimate in Italian overstatement. When I say big, the Italians say, no, bigger!",正面,Aug 2023,,date_only
5,One of the greatest experiences we had in Rome. Such an amazing place that we had to go in there again. It was my nephew's (18 years old) favorite place in Rome. And on top of that it was free,正面,Sep 2022,,date_only
4,"Having been inside on many visits I was stunned by the line of tourists waiting to enter the Pantheon and was thankful I had done so previously! Wonderful building that dates back to 27BC and rebuilt by Emperor Hadrian in 118AD, it was finally dedicated as a Church in 609AD.  To me the stunning feature is the Oculus (eye) that provides the only lighting to the interior. The whole structure is a truly amazing piece of ancient engineering and fully understandable why people line up to enter & view.",正面,May 2023,Solo,date_with_label
4,"We passed by and decided to enter the old temple and it was well worth it. The queue was less than 10 minutes and as in all museums in Italy, they offered a great discount for European students.",正面,Jul 2023,,date_only
4,The building is an incredible dive back into the past and is absolutely beautiful to look at. There were some huge crowds outside but that is only to be expecting. I would definitely recommend taking a look if you are in Rome.,正面,Aug 2023,Couples,date_with_label
5,"We knew this place was worth the detour, but this visit exceeded our expectations. Really very interesting, without being too long. Many of the information obtained were useful for visits we made later, such as the Colosseum or the Vatican. Truly a must in our opinion.",正面,Jul 2023,Couples,date_with_label
5,If you are into history or architecture this is one of the places I would recommend to begin with in Rome.,正面,Jul 2023,Couples,date_with_label
4,"The Pantheon is a recommended must-see site in Rome due to its long history, beautiful construction, the level of preservation, and its continued use.We were one of the first to reserve and pay for our entrance tickets online right after the new fee started, probably because we were visiting on a weekend.  When we arrived early at the site before opening, there were already multiple lines.  After asking the line monitors, our tickets were scanned by a hand-held device and we entered through the shortest line quite quickly.We had also decided to do an audiotour, for which one must have identification to leave as security.  I found the tour a bit lacking in complexity and detail, as it mainly just pointed out each of the items to see in the building without going into as much of the history as I would have preferred.The Pantheon continues its long religious tradition as first a temple and now a church, and its mixture of decor inside reflect both of those eras.  However, the magnificent architecture is timeless, and a true representation of the might and artistry of the Roman empire.",正面,Jul 2023,Couples,date_with_label
4,"It is only fairly recently that there has been a charge to visit The Pantheon. It is free entry for some, which is clearly stated on the information boards. We did not have tickets, so we joined a queue, arriving around 10am. We queued for about half an hour. Not having arranged a tour, we walked around looking at the architecture and decoration of the building. We spent about half an hour looking around.",中立,Jul 2023,,date_only
5,Very beautiful attraction in Rome. It is well-preserved and very impressive architecture. On the square there is a coffee shop where you can sit and admire it. It's worth going.,正面,Jun 2023,,date_only
4,"The tour was wonderful. The only minus was that the entry ticket to Pantheon was not included and we had to stay in line to get in. In the description it said that we should arrive around 1 hour ahead of time because it is not a skip the line ticket. We did. We were lucky and the line moved quickly and we got in 40 minutes before the tour, this is how long we had to wait inside. But it is better than the alternative of missing the tour. We looked around and end up sitting on the benches while waiting. I would have paid extra to skip the line and safe time I’m Tome for other things to do. Otherwise it was a wonderful experience when the tour started. We have learned a lot of interesting facts. I believe it it essential to have a guided tour in the Pantheon and this one was very good",正面,"Written July 27, 2023",,unknown_format
5,"Very nice visit! Application has 2€ only on the phone to have an audio guide. Very interesting and very nice place. Just because we went in July, a lot of people and queue to get in but this is the season that does it!",正面,"Written July 26, 2023",,unknown_format
5,Dont miss it when in rome.The most beautiful place to visit.we loved the sun weather.we only paid 5euro per person,正面,Jul 2023,Couples,date_with_label
5,"Definitely to see among the monuments of Rome. By the way you can buy tickets online on the official website without going through agencies, and if you wish with audio guide. The entrance is regulated and allows you to live the experience without being in the crowd and allowing you to enjoy the beauty present.",正面,Jul 2023,,date_only
5,"We arrived in Piazza della Rotunda to see the Pantheon with a long line of tourists waiting in the entrance line.  It was well organized with zig-zag ropes and the line moved quickly until we were inside.  So glad we made the effort.  The design of the interior is exquisite and belies its age, almost like it was built yesterday.  So much beautiful detail in all the alcoves.  The coffered dome with oculus is spectacular.  Won't ever forget this visit.",正面,Apr 2023,Couples,date_with_label
5,"My family and I visited just returned from a trip to Rome and Florence. The Pantheon was well worth the time we spent waiting in a fairly fast moving line.  Apparently they started charging for tickets around July 3, 2023, as we thought it was free, or otherwise we would have paid for tickets in advance. With that being said, the line moved quickly, the crowd was well controlled, and once inside History was right before your eyes.   The Painter Raphael is buried there, and his life story is amazing.If you like History or are familiar with Raphael, I believe spending some time in the Pantheon is well worth it.We didn't purchase tickets in advance, and it didn't seem like you needed to, however either way, I believe if you are in Rome, you should visit the Pantheon.",正面,"RJLJ2015Ocean City, New Jersey10 contributions1",,unknown_format
4,Been to the Pantheon twice before.  Never seen crowds as much as this time.  Long line to access all standing directly in the sun.Impressive Building.    Interesting interior and offers historical context.Suggestion avoid summer near noon thru mid afternoon.On a plaza with quite a few restaurants,中立,Jul 2023,Couples,date_with_label
5,"It's a beautiful place and in amazingly good shape for such an old building.  The largest unsupported dome still standing is here, and the inside is quite beautiful.  Definitely worth seeing during a stay in Rome!",正面,Aug 2022,Couples,date_with_label
5,"We met with Elaine today  She  is very experienced, knowledgeable, and fun who delivered an amazing experience at all three main venues at the Vatican, Vatican Museums, Sistine Chapel, and St Peters. She obviously studied the history of so many works of art and side facts that enriched the tour. She kept checking with our small group for affirmation to move to other levels of our interest. Truly a great tour! Highly recommend Elaine! David",正面,Jul 2023,Couples,date_with_label
5,"Buy the tickets online and breeze past the crowd.. it’s not worth standing in the sun in summer.. we Googled it and found a great “ how to buy” site that talked us through it.. the payment system can be tricky as it’s in Italian but persist as we literally walked right in past all the tours and the people waiting … the site in my option is THE place to see for Roman antiquity, even though it has been slightly hijacked by being made into a church. The sheer size and materials used, the mathematical genius to build it.. unmatched in my option.. I like the collosuem but I will always love the pantheon",正面,Jul 2023,,date_only
5,Definitely a must while in Rome.very amazing and magical place.very well maintained.they only charge a small fee of 5 euro,正面,Jul 2023,Couples,date_with_label
5,I am so glad to have visited the Pantheon. It is a true historical and architectural marvel of antiquity. The audio tour is well worthwhile and gives wonderful background information on this site.The only issue was that this is a site requiring modest dress and no photography and yet there were plenty af people waking around with bare shoulders and short shorts taking photos and video everywhere! The supposed guards who should be enforcing this seemed oblivious!,負面,Jul 2023,Couples,date_with_label
5,"The well preserved Pantheon, in the center of Rome, is essentially a 2 component circular building featuring a rotunda with a colossal domed ceiling rising from it's walls and a front porch with supporting Corinthian columns that dramatically greets visitors and gives access to the main building through the monster doors.I found the structure of the Pantheon remarkable: for it's size, design and engineering construction. One of the architectural feats revealed in it's interior is dome. The dome mathematics are: a 142' diameter, a rise of 71' above the base and yet there is no evidence of arch support .....free form.It is thought that the quality of the mortar used in the concrete for the dome contributed to the success of it's stability (still around to-day). At the top of the dome sits an opening (oculus) referred to as the ""Eye of the Pantheon"" which has no cover....it lets light in.....as well as the weather.Presently the Pantheon generally exists in its original form and is today a source of architectural inspiration, know-how and is still a modern working church.",正面,Jun 2023,Solo,date_with_label
3,Pantheon is good from history point of view but nothing spectacular inside. It was too crowded when we visited - during the second half the day.,中立,Jun 2023,,date_only
4,"You now have to pay (free under 18’s) it is only €5 but I wouldn’t queue when you get there you can buy a ticket online on the website, wait a few minutes and then go straight through. The queue to buy tickets was pretty big! There are also lots of touts saying you need to buy shawls and can’t go in if your shoulders are uncovered. THIS IS A SCAM! You can go in with bare shoulders so don’t buy any scarfs unless you actually want one.It’s really pretty inside and although popular and busy it’s not too crowded. A must see when in Rome",正面,Jul 2023,,date_only
5,Planning to visit Rome for few days then the Pantheon is a place to visit. The beauty of the hall is worth the visit. Seeing the largest unsupported dome in the world is enough to queue  outside in the heat.,正面,Jul 2023,Couples,date_with_label
5,We arrived early. There were no queues but it was very busy later in day. Arrive early! We also got a guided tour so we could appreciate the building and its history,正面,"Written July 16, 2023",,unknown_format
4,"Tickets now required as of the beginning of July 2023. The website was not working to buy direct but may be possible to buy through a broker with up charge. We had to arrange through the hotel and then at the door they made us buy new tickets. If I went back, I'd investigate further and make sure you have tickets in addition to a tour!",負面,Jul 2023,,date_only
4,"Worth a visit as the inside of the dome is spectacular and because of its influence on ancient and modern architecture. However, there is not much to see inside other than that. Pre-book timed tickets online or you will spend more time queuing to get in than you will actually inside. You can book tickets on the Musei Italiani website (search for musei italiani pantheon).",中立,Jul 2023,,date_only
3,"Alas, admission to the Pantheon is no longer free as from 3 July 2023. Even if there was a queue, you were inside very quickly.Now there is an admission fee, it had made the queue system worse, so unless you are able to get there early or buy a skip the line ticket, please avoid during the rest of the day. Therefore my images are only external shots of the building.",負面,Jul 2023,,date_only
5,"Highly recommend weekdays. The line moves quickly and entry is free. However, please remember to wear clothes that covers knees and shoulders, we saw quite a few people denied entry purchasing scarves from street vendors to be able to get in.",正面,Jul 2023,,date_only
4,"I recommend seeing it, but it might be better to skip entering. The line to get in can be quite long. By the time you finally get to buy tickets, you might realize that you've already seen everything there is to see.",負面,Jul 2023,Couples,date_with_label
5,Just being there in the Pantheon amidst the history and architecture was amazing. Booked on the website directly and had no waiting time outside. Arrived an hour earlier anticipating waiting in the line (queue) but was allowed inside upon showing the print out of the ticket. The audio guide was definitely worth it. The staff makes an effort to make visitors feel welcome and valued. They also appreciate the sanctity of the place and will advise maintaining a quiet ambiance when necessary (which is a good thing in my opinion).,正面,Jun 2023,,date_only
1,The last time I was in Rome I found the Pantheon by accident but that was 35 years ago. So we followed our map and found the Pantheon but this time you had to queue to go in there were hundreds of people queuing groups and individuals. I was not prepared to waste an hour queuing as I had seen it before.,負面,Jul 2023,Couples,date_with_label
1,"Who in their right mind would implement a new entrance fee and procedure in peak season? Only in Rome. What was the hurry? This monument has been there over two thousand years, I can’t believe a few months delay would have made much of a difference. The Cultural Minister should address these concerns as his website, the one which issues tickets to the Pantheon , was down all day long yesterday. When it finally came back up it said there were no more tickets. Totally disappointing as I had already purchased a tour for 10 on the official Pantheon site. then realized entrance tickets weren’t included. Total disorganization. Dear Cultural Minister, if you’re going to turn Rome into Disney World , at least do it right .",負面,"Written July 11, 2023",,unknown_format
1,What an absolute waste of money. Not worth it at all. We waited over an hour to get inside and then had to wait in another line to get the audio equipment. Very disorganized!,負面,Jul 2023,,date_only
5,"We ordered the entrance (free) online, about a week or two before arrival, we didn't want any surprises.When we arrived there, it looked like the most popular club in Rome - plenty of people (without tickets) trying to get in.The Pantheon itself is stunning piece of ancient genius architecture with later art, including paintings, sculptures, and tombs of some of Italy's most famed persons.",正面,Sep 2022,,date_only
5,Took less than 2 minutes to get in during peak tourist season. It's free. Takes around 10-15 min inside. Incredible to think this building has been standing for that long! Make sure you dress modestly or the security will not let you in.,正面,Jul 2023,,date_only
5,"When we visited my niece who was studying abroad in Rome, the first place she showed us was the Pantheon.  This ancient temple/church is a sacred space and an architectural marvel.  Touring this peaceful and inspiring site was a grand way to begin our Roman adventure in February 2014.",正面,Feb 2023,Couples,date_with_label
5,We visited Pantheon independantly(Booked online) not with a tour Guide. It was Fabulous but if you have booked an Audio Tour online do not stand in the queue show your tickets at the middle door and be admitted imediately,正面,Jul 2023,,date_only
5,"Amazing historic place, worth a quick stop; interesting that sometimes in the morning there are no lines at all but typically in the afternoon the line to enter can get quite long",正面,Jun 2023,,date_only
3,"The 3 star rating is not of the Pantheon itself but the buying of a ticket, or in our case not the buying of a ticket.Went online to buy, searched for Pantheon tickets, bought an audio tour which did not state was not including the entrance ticket.  HD to select a specific time.  What lunatic would sell an audio tour without the entrance ticket!You have to turn up at least 90 minutes before your audio tour booking to get an entrance ticket.Shambolic process which someone has not thought through.Hopefully the process changes so when you go to buy the audio tour it prompts you to also buy an entrance ticket.Guys this is not rocket science!",負面,Jul 2023,,date_only
2,They led you to believe during online booking that audio guide include the entrance ticket. It doesn't. The 10 euro audio guide is way overpriced. And we had to wait in the sun for about 45 minutes. The stuff was rude and unpleasant.,負面,Jul 2023,,date_only
5,You do not want to miss going inside. On my last trip to Rome many years ago I decided not to go in and only saw it from the outside. Major mistake on my part. The Pantheon needs to be on your list of places to visit in Rome.,正面,Jun 2023,,date_only
3,"I am fully aware that The Pantheon has only this week started ticketing, but it should be noted that the edition of tickets made the experience a bit worse for wear. We stood in a queue for almost 45 minutes and upon reaching the front, got overtaken by three groups of people being ushered to the front because they had booked the audio guide and didn’t need to queue. Despite asking directly if I needed to queue, I was directed to join the queue and wait despite also having pre-booked the audio guide. Staff were sharp, rude and generally projecting stress onto visitors. It’s not advised to shout in someone’s face that they’re blocking the line, after they’ve queued for no reason, and have paid to be there!Ruined what would have been a lovely experience really.",負面,Jul 2023,Friends,date_with_label
5,"This was great - definitely a must if you are going to Rome. I would suggest the audio tour, it was great.",正面,Jul 2023,,date_only
4,"We visited the Pantheon today (5th July 2023), which is just the third day that you now have to buy a ticket to enter (previously it was free). Beforehand I bought tickets to the guided tour on the official pantheon website (not the audio guide, an actual tour with a person) and also bought entry tickets online. These were provided to me in two separate ticket PDFs. However even if you buy tickets online, we were still told to wait in the line for the tickets. Please note when facing the pantheon there are two lines. At the time we were there, the line on the right was for buying tickets with a credit card. The one on the left was for paying with cash.We started waiting in line at 2:05pm ahead of our 3pm guided tour time. When we were close to the entry doors a staff member checked our tickets and then escorted us to the front of the line, saving us maybe 10 minutes more waiting.  Another staff member scanned our entry tickets again and then gave us a paper ticket that a guard then ripped off. Not sure what the point of that was. The system seemed a bit chaotic and they clearly are still ironing out issues. We were directed to the audio guide counter to show our ticket for the guided tour. At this point it was 2:45pm.After all that we were told to wait by the audio guide counter and then our guide met us at exactly 3pm. We were the only ones in the tour so we had a private tour! Our guide was fantastic and clearly very passionate. She also had great historical diagrams and photos on her ipad that were very interesting to me as an engineer.Overall the experience was great and the Pantheon is well worth visiting. However I've taken a star off because of the hectic ticketing system and that we still had to wait 40 minutes in the line even though we'd bought 'reserved' tickets online.",負面,"Written July 5, 2023",,unknown_format
5,"Beautiful building, which is a must to visit. We went on Friday evening, not long before it closed. Queue was not too long and we were in within a few minutes. They were quite strict on the dress code so glad we researched before we went. Knees and shoulders must be covered. Lots of lovely bards and restauarnts in the area too and prices were very reasonable!",正面,Jul 2023,Couples,date_with_label
1,With the switch to paying for entry things are very disorganized. They purposely make it difficult to purchase tickets on line so you pay more for a visit.,負面,"Written July 5, 2023",,unknown_format
4,No one to tell us where to go so very confusing. Get in the general admission line then get your audio equipment. Not sure we really needed to pay for a reservation.,負面,"Written July 5, 2023",,unknown_format
4,"The Pantheon is always impressive with its carved ceiling, thinking about the craftsmanship to build such a structure 2000 years ago is just mind blowing. We enjoyed looking around both the inside and the exterior, though the interior was incredibly crowded. There are now metal corrals for tourists to queue in (weren't there when we visited 10 years ago) which help somewhat but also detract from the front steps of the building where you used to be able to stand or sit between the pillars while admiring the giant front doors.",中立,Jun 2023,,date_only
1,"The building is stunning, but the organisation is a complete shambles. Having just changed their booking system, it appeared that no one had a clue what was going on.  Having queued for an hour for my allotted time, I had my pass scanned on my phone to be made to wait until they printed me a paper ticket which was immediately taken by a man standing next to where they were printing tickets - the purpose the entirely unclear. I was then told to go to queue for the audio guide, which they wouldn’t give me to unless I left my identity documents with them. In no way would I ever leave my identity documents with a random person…. I went without, so all in all, the worst experience in Rome which was a shame as I’m sure it’s an interesting place.",負面,Jul 2023,Solo,date_with_label
1,"We visited today, which was the day after the paid ticketing system was introduced. It is a complete mess. Obviously the Pantheon itself is incredible, but I have given it a 1 star review because as of today, this new system is a shambles. We queued for an hour & then got told we were in the line for the audio guide. I told them numerous times we didn’t want the audio guide & that I had bought tickets online, even showing them the tickets. They laughed at us (& others in the queue in the same situation) & told us we had the audio guide tickets (we didn’t) & to stay in the line. Eventually we just walked in because no one had a clue what they were doing & people who hadn’t bought tickets were walking past us, buying tickets & gaining entry. They really need to sort it out, the queue was ridiculous by the time we left on account of the disorganization.",負面,Jul 2023,,date_only
4,"Booking the audio tour in advance made it much quicker on the day. Good info, the narrators were kind of dull.  Amazing building, every nook and cranny.",中立,Jul 2023,Solo,date_with_label
5,"The Pantheon is an amazing, ancient, architectural structure that is still wholly intact. I recommend the audio tour. It’s very informative. The Pantheon is a definite must-see.",正面,"Written July 2, 2023",,unknown_format
5,The Pantheon was free to enter and was absolutely amazing. Huge cathedral highlighting Romes transition from Paganism to Christianity. Highlights;The resting place for Rafael do Santi. Beautiful church with enormous dome.,正面,Jul 2023,Couples,date_with_label
5,"Incredible feeling sitting in the oldest building in the world which is still in use! Few tips for visiting this place:1. Avoid visiting on weekends or public holidays. While there is no ticket but there is pre-booking required on weekends or public holidays. This can be done on their website at no charge.2. Be prepared to stand in the queue for upto an hour to enter, but the wait is worth it!3. Do sit there inside for getting a complete perspective and the environment to soak in.The place where Julius Caesar was killed is nearby too, don't miss visiting that.",正面,May 2023,Couples,date_with_label
5,The Pantheon is not to be missed! It was amazing and awe inspiring! The self guided audio tour was informative and engaging to an adult. I highly recommend!,正面,"Written July 1, 2023",,unknown_format
5,"The Pantheon in Rome is truly a sight to behold! From the grandeur of its impressive architecture to the ancient artifacts and breathtaking views, it is a must-see for all visitors to the Eternal City. Its grandeur and splendor will leave you in awe, and its ancient artifacts will give you a glimpse into the past. The Pantheon is an incredible testament to the grandeur of Rome and its history, and a visit to this incredible site is sure to be an unforgettable experience.",正面,May 2023,Couples,date_with_label
5,"I have to first admit, being in Rome for the first time, I was unaware that the Pantheon would have limited accessibility on Christian Mass days, so anyone looking to go in should plan to go on a day other than Sunday or Wednesday. My fiancé and I booked a tour because we wanted to see the inside of the Pantheon during our short stay in the city and as I mentioned before, access was unavailable on Sunday when we first went. We booked the tour through viator for about 25 euros a person and it was well worth it. Our guide Giulia (hopefully I'm spelling it right) was informative and provided a lot of information we wouldn't have gotten touring on our own. She even let me take a picture of one of her iPad photos! I'm so glad we were able to fit in this experience during our short stay in Rome.",正面,"Written June 26, 2023",,unknown_format
4,Friendly staff and easy to understand audio tour. I didn't give it 5 stars because the audio tour didn't follow a path around the building. So we heard info on one area then had to turn around to another area.,中立,Jun 2023,,date_only
5,"My husband I walked over from our hotel one evening. Not far from Trevi Fountain which was like a zoo it was so crowded. Lines were short, free entry. Just get in the free line. It moves quickly. Quiet and contemplative. Cool relief from the heat. Not overly crowded in the evening.",正面,Jun 2023,,date_only
5,We went on our own.  Don't miss the opportunity to walk into this incredible building that was build/re-built a good 1900 years ago!  It's crazy how stunning it is and how people that long ago created such a beautiful and amazing place.,正面,May 2023,,date_only
5,"We visited on our own during the week and were able to get in to walk around for free after about a 10 minute wait in a fast moving line.  We returned on Saturday 6/10 and were told at the front of the line all tickets had been sold.  A guide offered for us to join his group, which we did and they provided a headset for each and shawls for ladies with bare shoulders. The tour was amazing, and our guide was very informative, showing pictures on her phone of solar events on certain dates, and reviewing the architecture, history, constructions theories, materials and more.  I highly recommend but don’t have the contact information as we paid cash euro afterwards (significantly cheaper than the Venmo price).",正面,Jun 2023,,date_only
