rating,text,sentiment,predicted_sentiment
4,"The building is impressive and if you know the history of how it has been built, even more. However, despite its spectacularness, I’m not sure it’s worth 1 hour of queuing and paying admission, even if it’s only 5 euros. In Rome there is much, but much to see",中立,中立
4,"of all the Roman monuments, the one I wouldn't forget and this one. First, it should be noted that queues could discourage more than one. The staff is helpful but uncompromising. You might think you're smart enough to take your ticket with the automatic machines availableq; alas, once you have the ticket in your hands, you have to join the queue of those who have a ticket. I therefore recommend choosing a line that is long, of course, but that goes through a counter run by one person. Payment (€5) by credit card only.The interior is impressive and it is worth taking your time to read the various infoamtions. Tomb of the painter Raphael and two Italian sovereigns.",中立,中立
4,There are too many tourists to watch slowly. I only saw the exterior. I think it's better to be very careful about pickpocketing because there are too many people.,負面,負面
4,Very impressive building and well worth the trip. To get in was very confusing though. To the left side of the entrance are 2 lines. You need to stand in the outermost line to buy your ticket from a machine. Then you move to the innermost line to get in. There are very few signs and tourists were asking each other what they were supposed to do.,中立,中立
4,"A 2,000 year old Roman temple that became Catholic around 600 AD. So the top while unique with the rotunda or dome, the rest looks like any grand church in Europe",中立,中立
5,This was our second time here and I would say that we spent most an hour around might even be a stretch. Think you can get through this in 30 to 45 minutes.,中立,中立
4,"I pre booked tickets via a website called Oh my guide! Which seemed to be the official website and as pre booking was recommended I thought it was a good idea, until we arrived; our tickets appeared to be for a guided tour and cist 15 euros each, entrance is only 5 euros so ripped off straight away.  The Pantheon staff out front who were checking tickets were so rude, saying these tickets were fake, not valid for entry & needed to be collected at the Oh my guide shop, which they claimed to not know where it was even though they said it was 2 minutes walk away!!! We couldn't find the office so as we had other things booked we went back the next day, with help from a free map we picked up along the way we eventually found the office who admitted they are a separate company and that Pantheon staff don't like people using them, and that all our ticket was for was for entry and that it's not a guided tour. I managed to get our entry tickets out if them but the shop actually took us about 3 hours to find which was a waste of time and money and took the enjoyment out of visiting a beautiful building",負面,負面
5,"Stay away from the ice cream shop in the corner whşch charge 15 eur for one icecream , come on! İn trevi and evrrywhere it is 5eur only and much better taste",負面,負面
4,It’s a beautiful and well-preserved building and also very crowded. Perfect timing to visit is crucial. Otherwise immerse yourself in the wave of people inside the Pantheon.,中立,中立
4,"The Pantheon in Rome was built by Emperor Hadrian around 2,000 years ago, around 126 AD. Before it was converted into a Christian church, it served as a temple dedicated to all the pagan gods of ancient Rome. Today, the Pantheon also houses the tombs of several iconic historical figures. Later, it was consecrated as a Christian basilica and dedicated to the Virgin Mary.Raphael (Raffaello Sanzio) (d. 1520) – The world-renowned Renaissance painter and architect. His tomb is marked with the inscription:Here lies Raphael, by whom Nature feared to be outdone while he lived, and when he died, feared she too would die.We had the fast track ticket which we picked up the day before and our time window was between 12- 1pm. We reached there by 1 pm and looked over the temple within 50 minutes. There are no WC/ toilets near the area expect from the few resturants  that provide it for their guests but many of them were unclean.",中立,中立
4,"Don't both with the skip-the-line tickets. If you arrive around 9.30am or 10am, you can walk right in and buy a ticket. In fact, the queue for online tickets with audio guides, which you have to collect at an office about ten minutes away, took longer to move than those turning up on the day and paying at the door. Just get there early. When it opens, there is a bit of a rush. But by 9.30am, it's calmed down a lot. Just don't go after 11am expecting to walk in. You'll be too late.",負面,負面
5,It was the largest dome in the world until the mid-19th century and remains the largest unsupported concrete dome in the world. Roman engineers achieved this thanks to a well-designed design and the choice of material: Roman concrete.,中立,中立
5,"We arrived on foot from the Trevi Fountain, we took only 8 minutes walk from each other. Arriving at the pantheon, we thought we would not be in line because we already had the tickets in hand, but we still had to get 10 to 15 minutes in line. Inside the pantheon we fought space with a crowd. The place is very beautiful, but it is for a quick visit.",中立,中立
5,Every time I come to Rome I can't stop not passing him. The majestic. Too bad it can't be visited freely like it was a couple of years ago.,中立,中立
4,The cost is 5 euros but it is usually quite crowded and the queue is long. It is worth visiting. The outside is already worth seeing.You have to be careful abroad with the many scams. There are many people seeking signatures through deception. There are Africans who greet you to scam you too. Be careful with all that and with the pickpockets.,中立,中立
5,Tour was good but don’t go on Sunday mornings as Mass will make it hard to hear guide. Fast track can be achieved by buying a ticket online. Tour line the same as solo online buyers. Small church so buy online ticket and download app for tour information and save your money.,中立,中立
5,"Huge, beautiful, Like everything else many people! And still a mess to get home despite the cuts.",負面,中立
5,To do with the audio-guide that gives you relevant explanations one about the Roman building that remained as at the time of construction,中立,中立
5,We thought the Pantheon was amazing. Absolutely spectacular and well worth a trip. We had booked tickets in advance via trip advisor however we felt this was unnecessary. The booking arrived in my email with “click here for tickets” that I had downloaded. However these were not admissible at the site and we had to walk back 5 mins to collect the tickets before we could enter. Tickets were easily available and much cheaper if you pay on arrival instead. We had also paid for an audio guide. The guide was excellent  but again we could have scanned the QR code with our own phones and accessed the same guide this way.,正面,負面
4,"Today, it is still a huge crowd of tourists.Tourist attractions across Italy are overtourist.The Pantheon appears to have been eventing.",負面,負面
4,"An enormously grand church whose outside sits majestically in the surroundings. It's exterior is far better than the inside, which is now charged 5 euro per person. Perhaps better on a rainy day to see the water pour in through the open ceiling but fairly mediocre otherwise. Won't spend much more than 30 minutes. The outside ticket vending machine doesn't need to be used as there is a ticket office inside",負面,負面
4,"Be wary of those who offer to skip the line at ridiculous prices. The ticket costs 5€ and there are two rows on either side of the entrance. Left only cash, right cards. At the center comes those who already have the ticket. Worth the cost. Another thing to keep in mind: the official app promoted inside is paid Visit made during the bridge of May 1, 2025: there was the world 😂",中立,中立
4,The skip the line feature was worth the cost. The Parthenon was very busy but worth seeing. The tour was a self guided audio tour which I didn’t get much out of. Would recommend an in person guide,中立,中立
5,"Rome is called the Eternal City and takes its meaning from the creation of the Pantheon that since 27 BC when Marcus Vipsian Agrippa, son-in-law of Emperor Augustus had it built. This temple, whose name means “of all the gods”, is still a basilica and celebrates holy masses. To see.Hello from Roby and Lucy from Sant'Anastasia (Na).",中立,中立
4,"The Pantheon is an extraordinary place, with a rich history, including much conflict over the ages.  Being able to skip the line was very helpful, but it probably only saved 10 minutes on the day that I took the tour.While in the Pantheon, it started to rain outside, and it was a surprise to see the rain falling through the roof, onto the floor of the Pantheon, just like it has done for thousands of years.The audio tour was well organized, but perhaps could have provided more depth.  All in all, it told the story well.If you have a set of headphones that fit your head well, and include a 3.5mm plug, then you are better off using them.",中立,中立
4,We couldn't get in. We went on Saturday and was very crowded. The architecture is amazing and the square is also very beautiful.,中立,中立
5,"It is technically the Catholic Basilica of Saint Mary and the Martyrs, but all maps and reference books indicate the well-established original name of the Pantheon. The largest dome of antiquity that survives to this day. Going inside will cost 5 euros, if there is a queue, it is quite small.",中立,中立
4,"Rome is a city to travel... In history... A lot of places are like this one. Is it worth having a guide? Maybe, but much of what you need is not necessary or can be easily found.Nothing against the work of these professionals, but if you are among friends with such heterogeneous tastes, it is worth not to embarrass your trip.This place is inevitable to go. But go early or you will only have photos of the tourists in front of the monument rsss",中立,中立
5,"Today we talk about sustainable building, but the Romans could teach us a thing or two about this. They left us the Pantheon, now commissioned as a church, a structure, about 20 centuries old. Despite being neglected sometimes through the centuries, (Bernini scavenged the bronze roof to construct the Baldacchino in the St. Peter) today the Pantheon stands tall as a major monument in a monument-rich  Rome. Inside are the tombs of the Italian kings and the tomb of the famous medieval painter Rafael. Observe also the hole in the immense cupola to let the light in. There was a time when you could walk into the Pantheon unhindered, now you have to pay 5 euros a head for admission. Except on the first Sunday of the month. Then admission is free.",中立,中立
4,"The Pantheon of Agrippa or Pantheon of Rome.Temple commissioned by Marcus Agripap during the rule of Augustus.It was completed by order of Emperor Hadrian and dedicated around 126 AD.The original cover consisted of bronze trusses said to have been despoiled by Pope Urban VII, who had them cast to make a hundred cannons for Castle Sant'Angelo.Quite a few queues are queued, but they're fast.",中立,中立
5,"Beautiful , but if you are like us , who take no guide and no audio guide , the tour will not last more than 15 minutes , but it is beautiful",中立,中立
5,"Really not to be missed if you are in Rome, but the line is impressive. I recommend arriving early in the morning, and not visiting it on the weekend",中立,中立
4,"The audio guide was very useful to understand the history of construction and use over the centuries, otherwise you miss things without understanding them. On the other hand easy pass to find the library to get the real entrance tickets",正面,中立
5,Here you must have been....Without guide very good to visit.But it is good to have read SOMETHING before.It is best to book the tickets in advance,中立,中立
4,"There was a self service ticket machine that had a huge lineup. People were getting confused trying to buy tickets. There was no attendants to help. We asked an attendant at one of the other spots at the pantheon. She suggested I go to one of the two other ticket offices. I went to the cash ticket office and there was no lineup at all. Kind of weird why everyone would line up at the ticket machine, while the other two ticket offices were wide-open. We got into the exhibit in no time at all. I suggested to the attendant at the door that someone should help at the self-serve ticket machine or have someone tell the huge lineup that there other ticket offices.",負面,負面
5,"We finally saw the Pantheon that we hadn’t visited in a long time. Now it’s paid for (rightly so) but there’s always a lot of queues, so it’s advisable to arrive half an hour before the opening so you can make a quick visit.",中立,中立
5,"The place is small, the dome huge, impressive. It is worth putting it on your list and making time to visit. The Pantheon was the inspiration for the Duomo of Florence, who in turn inspired that of St. Peter and the White House in Washington, D.C. No need to buy tickets online (we went in October at 5:30pm and only did 10 min). Outside there are many people in the square, be careful with pickpockets and take the children by the hand if they are boys because in the crowd they can lose sight of you. Inside there is room to sit because it is a church. You need to dress with knees and shoulders covered.If you need to go to the bathroom, buy a coffee. One of the best gelatories we tried in Italy is on the side. The coffee ""La Casa del Caffe Tazza D'oro"" we liked, they have a great variety, good quality in coffee and has bathrooms. They also have coffee grounds or beans to go. METER: Children under 10 years old do not pay. If you buy tickets you have a certain number of hours to use them. If they expire DO NOT THROW THEM AWAY because it is cheaper to ""reload"" them on the same machine than to buy a new one.  Learn this word: USCITA, it means ""exit.""  Subway doors won't open if you stick your hand or foot in, be careful. There's a yellow line on the floor, stay back.STRIKES: We stayed 4 days in Rome and we got 2 strikes and a march in front of the hotel. There are many strikes all over Italy. Strikes are announced a day or two in advance and there is always a schedule or some line that does guarantee service, but you have to be aware. Check the news a day before your walk or ask at your hotel.TAXIS: Taxis in Rome can only be taken from certain places and there are huge queues. You find them on google maps, they are usually close to very tourist places like the Pantheon or the Colosseum. There is no UBER but limousine service, very expensive. Don't trust me to be able to take a taxi.",中立,中立
4,"One of the oldest Roman temple buildings it’s a Christian church The Pantheon dome remains the single largest, unreinforced concrete dome in the entire world The square in front of the Pantheon is called Piazza della Rotonda",中立,中立
5,"They didn't buy tickets in advance. On the sides of the pantheon there are two queues to the tills-- cash on the left, bank cards on the right. You approach first in a lady, and then she already lets you into a small room-- entrance 5 euros. And then with the ticket, you walk through the main doors of the pantheon. The line of 12 days was fast, 15 minutes maximum. Raphael and his fiancée are buried in the temple. There are benches in the hall and there's a place to sit.",中立,中立
4,The Phantheon is a magnificient place with so much history. The queue was not bad straight in. The only issue was trying to find the book shop to get the tickets not easy at all could be better sign posted.,中立,中立
4,"Beautiful suggestive place and a beautiful dome that deserves to be seen from the inside. A lot of people queuing for the entrance, you find yourself inside tossed by the flow of tourists. The cost of admission is 5€, until a few years ago it was free, I understand that it is still a low figure, but in reality I do not find it right to charge the ticket.Inside although the atmosphere should be collected and prayerful, there are several shouts and shouts, in short I did not fully enjoy the visit.Management can be improved.",負面,負面
4,"The faster lane to get in was definitely worth it. The regular line is very long. Everything was super easy to figure out. However, the audio guided tour isn’t very special.",中立,中立
4,"Clearly an impressive, imposing and important site. The audio guide was alright but the included digital map was poor and made it too hard to follow any sensible directions inside",負面,負面
5,"Long queues to get in the Pantheon and entry fee for adults were only 5 Euros each with children free in.  Beautiful building and good to see. However  if you were short on time and places to see, you can miss the Pantheon as there are other more worthwhile places to visit that cannot be missed in Rome.",中立,中立
5,"Funny story, bought the tickets for 50€ only to go on a Sunday to find out it is free on Sunday just no audio.All good, I know the history, explained it to the wife and enjoyed our day.P.SGo super early!",負面,負面
4,"Come scriveva Stendhal: ""The Pantheon is the most perfect thing we have left of Roman architecture."" It was originally a temple dedicated to all gods, built by urban planner Agrippa in 27 BC. It became a church thanks to Pope Boniface IV, who received it as a gift in 608 AD from an emperor of Byzantium and took the name of S. Maria ad Martyres. Inside is the tomb of Raphael Sanzio, between the fifth and sixth chapels. Noteworthy is the dome, which has a huge opening in the center, the only source of light. Admission costs € 5 for adults, minors enter for free.",中立,中立
4,Another popular site in Rome. The dome is the largest unreinforced dome in the world. The lines can be long. There is sitting inside. Entry is not free.,中立,中立
5,"we unplanned went on a day when it was free, the lines look super long but because there are no tickets it moves really quick. There is Santa Maria Sopra minierva around the corner which I preferred a lot more and is free too. I think i would have maybe dropped a star if wasn’t.",中立,中立
4,"Beautiful experience,  but read and follow the dress code. The ""short-cut"" line or middle line is long but moves quickly.   You pick up a listening device once inside the structure to the left. (Another line in which to wait.)",正面,中立
5,"Great place to visit! Now you need to pay 5 euro per person. You can try online,  but looks like they accept only paypal for now. Queue at the entrance is huge if you want to pay with credit card. Take cash with you and entrance would be almost without queue any time - they have a dedicated access if you can pay cash",負面,負面
4,"Mandatory monument to visit if you pass by Rome and you have some time to lose in line the Pantheon for me has never been anything exciting (in fact I have never rushed to go and see it when in the eternal city), but surely it is necessary to make it known to the Family to give a fuller picture of Rome and its history.Outside the line, as in these times, it is really stressful: up to two hours at certain times just to view a circular building with little inside to see (apart from the tomb of Raphael, some Kings and little more).I noticed instead that many tourists, forgetting that this is more like a real church, enter to protect themselves from the weather or the warm weather, and bivouac sitting on the pews for hours thanks to the very low entrance fee.Even in unsuitable clothes (and in fact the guardians inside have a lot to do to dress semi-naked women and little men with panzone in plain sight!).When we went, late afternoon, but with over 30 degrees temperature, for example tourists noticed inside more than interested in any things to see were competing to sit and rest a little '.And maybe nibble and drink the things bought from the stupid stalls and dingy little bars around.That said, however, for those who have not had a visit to the Pantheon must be done, if only to observe the curious roof ""with the hole"" (""oculus""), a hole that nowadays does not really serve any purpose, but that at the time was believed to allow the gods to ""spy"" on visitors and astronomers of that time to better scrutinize the sky.Nice to observe when it rains: inside, in fact, the water does not enter even in the presence of heavy rainfall, except in very modest quantities (something that the gratings inside can very well handle, as they have done for centuries and centuries).",中立,中立
4,You can buy tickets the day off. There are two lines - one for cash and one for credit card. The cash line seemed to move a lot faster. Lines were manageable in the morning got longer in the afternoon.,中立,中立
4,"Beautiful religious building with beautiful history. Nevertheless the price is high for the duration of the visit, and other buildings are more interesting and sometimes free.",中立,中立
5,"When in Rome you have to visit the Pantheon. Earlier last year (Feb. 2023) it was still free, now they charge entry fees...Join a good tour, you will get more out of it, especially if you can avoid long chaotic tourist lines.The Pantheon ( from Greek Πάνθειον Pantheion, ""[temple] of all the gods"") is a former Roman temple and, since AD 609, a Catholic church (Basilica Santa Maria ad Martyres or Basilica of St. Mary and the Martyrs) in Rome, Italy. It was built on the site of an earlier temple commissioned by Marcus Vipsanius Agrippa during the reign of Augustus (27 BC – AD 14); then, after the original burnt down, the present building was ordered by the emperor Hadrian and probably dedicated c. AD 126. Its date of construction is uncertain, because Hadrian chose not to inscribe the new temple but rather to retain the inscription of Agrippa's older temple.The building is round in plan, except for the portico with large granite Corinthian columns (eight in the first rank and two groups of four behind) under a pediment. A rectangular vestibule links the porch to the rotunda, which is under a coffered concrete dome, with a central opening (oculus) to the sky. Almost two thousand years after it was built, the Pantheon's dome is still the world's largest unreinforced concrete dome !The height to the oculus and the diameter of the interior circle are the same, 43 metres (142 ft).It is one of the best-preserved of all Ancient Roman buildings, in large part because it has been in continuous use throughout its history. Since the 7th century, it has been a church dedicated to St. Mary and the Martyrs (Latin: Sancta Maria ad Martyres), known as ""Santa Maria Rotonda"". The square in front of the Pantheon is called Piazza della Rotonda. The Pantheon is a state property, managed by Italy's Ministry of Cultural Heritage and Activities and Tourism through the Polo Museale del Lazio. In 2013, it was visited by over six million people.The Pantheon's large circular domed cella, with a conventional temple portico front, was unique in Roman architecture. Nevertheless, it became a standard exemplar when classical styles were revived, and has been copied many times by later architects",中立,中立
5,"Already at the exit I realized that it was possible not to stand in these long lines at all - the first to the machine for selling entrance tickets (two machines are located to the left of the entrance, one of them did not work), the second - directly to the entrance. It turns out that at the main entrance on the right there is a cash desk and after purchasing a ticket you can immediately enter the Pantheon.",中立,中立
4,It is one of the most famous monuments in Rome which is usually very crowded. The major attraction is the dome which is the oldest at that time.,中立,中立
5,Pre booked it so skipped the line. It was packed otherwise. The roof is open so when it rains it falls on you when you’re inside.,負面,負面
5,"I have never seen a building with a partial roof in the center before.However, beautiful and charming, right in the center.In this case, luckily I'm disabled and don't file",中立,中立
4,I only went there to have a look at it but there was a big queue at the ticket machine and there were lots of people everywhere,中立,中立
4,"If you can please prebook and get tickets. We only stayed outside cos we didn’t have much time but then it would be nice to view the oculus if we could. Anyway, regarding the area, if you just aim to see the outside, go in the early morning or late at night, to avoid the crowds. We first went in the afternoon and it was packed. We had to watch out for our belongings because we’re sure some people would take advantage of tourists with their guards down,  shoulder to shoulder. We then went again but this time 7-ish am and there was no one around except for a couple of other tourists.",中立,中立
4,"It is one of the most traditional visits to Rome, but, honestly, the visit inside is a little frustrating. The Roman façade is still magnificent and impressive. The interior, however, was long ago converted into a church and there are no longer any statues of the gods that decorated it and a large part of the interior, especially the ceiling, has been stripped of its decoration. In practice it ends up being a circular church with some important famous tombs and some interesting paintings, but it doesn't justify paying the entrance fee, much less any audio guide.",負面,負面
5,"Visited here on a Sunday at 12. Booked fast track and audio guide. Unfortunately you have to collect a physical ticket from the bookshop which is about 7 mins away. Huge queue to wait for ticket, plus another queue to get in. Plus another queue to collect audio guide. However definitely worth it. Such a unique, building. Very interesting",中立,中立
5,"Tickets are €5, I queued for around 30 minutes to enter the Pantheon, a unique and super interesting place.Tickets: the website to buy in advance was not working and there are two different tickets on site to purchase tickets on the spot (one for paying in cash and the other for paying by card), in the queue for paying in cash you get in line, buy the ticket and then get in another queue to be able to enter the pantheon already in the queue for card payment you already buy the ticket at the entrance and enter the venue, get in the queue for card payment which will be quicker to enter.",中立,中立
4,"Tour was delayed  starting due to the line to get in. This tour was not so much a skip the line but maybe skip the longer line for a shorter one. The guide appeared to try and avoid this line but it was beyond his control and he did a good job keeping people entertained while queuing.  The Coliseum tour lasted a long time , while the forum part on the day seemed to end early and a little abruptly.  I was expecting a little more in the forum. That being said I was partly relieved as I was very tired.  I was also a little disappointed to not go below the arena floor .  All in all the guide Paulo was very engaging and delays etc were not his fault . I think he should speed up the coliseum a little and prolong the forum / Hill part. I think there is a strong case for an alternative option in just paying for an entrance ticket and taking a seat inside while reading information about your surroundings while there , in a book or online. Apart feeling left a little short in the forum , I thought the guide gave good value for money and made a strong effort to connect with everyone in the group. Apart from his abilities as a guide , he seemed like a nice person .",中立,中立
5,Pantheon in it self was beautiful and it is amazing to be in a building and realise that is has stood there thru all those year. Mind boggling.The downside was the non working ticket machines and lack of information about how to buy a ticket online. Once we got that it was easy.,中立,中立
5,"The Pantheon is almost 2000 years old. It was designed by Emperor Augustus and rebuilt by Emperor Hadrian. It was a temple dedicated to all the gods. It is an attraction that deserves to be visited. In the past, entry was free. Today, you pay 5 euros to enter. I couldn't buy the ticket online, I had to wait in a queue that must have lasted around 40 minutes.",負面,負面
4,Pantheon was incredible.  The art and architecture was fantastic.  The only reason this is not 5 stars was because the downloadable audio guide app for the phone did not work at all for the pantheon.  Could not load the pantheon audio.,負面,負面
4,"From Trevi we then went to the Pantheon early in the morning. The same applies here as with Trevi. It's packed in the afternoon - so it's better to visit early in the morning.We were only in front of it and just admired the whole thing from the outside.Very impressive and amazing what you can see here.The whole square and the surrounding area is also simply fantastic.Be careful - in the cafes and ice cream parlors it's advisable to keep a close eye on the prices.For example, we paid a whopping €60 for 4 normal ice creams in a normal waffle cone - so a whopping €15 for one ice cream",中立,中立
5,"I have visited the pantheon several times, I was very surprised that now the entrance is already with tickets. Tickets are easiest to get from the cash counter, not from the card machines. The wait is a maximum of 5 minutes. Otherwise, the building is remarkable, especially since it is known to be from the time of the Roman Empire.",中立,中立
5,"Beautiful building with lots of history. The wait was not too bad, and the tickets were cheap. A little weird that they charge you for prayer candles. Seems they are charging people for religion.",中立,中立
5,"The website does not work for American banks.  Other people had issues with the website while in Italy.  The only option is to buy the ticket while in Italy.  That means go early, before 10 AM when there is no line.  In the afternoon, the lines were across the plaza in heavy rain.  Once inside, you can see the building in under 30 minutes, but it is so worth the effort.  The best-standing Roman building in Rome, if not, Europe.  Just get up and go early.",負面,負面
5,"Another of the must-see sights in Rome however, we found the Pantheon smaller than what we had pictured.Architecturally interesting on the inside but unless you know what you are looking at/for, it is one of those places that you could be done with in 5 minutes!Read up a little ahead to make the most of it",中立,中立
4,"Lovely historical building, however the queue was very very long going down a couple streets so we didn’t bother to go inside.",中立,中立
4,We paid for tickets via their website which was just entry but they have pillars with headphones you can use inside if you want. We had walked past and our guide had told us about it so we didn’t get a tour. We just went to get a feel for inside and paid entry only.,中立,中立
5,"The Pantheon of Rome is an ancient religious building located in the Piazza della Rotonda! The name of the pantheon comes from the ancient Greek epithet pantheon, which means ""of all the gods""! There was a long line to get in and it wasn't worth it.",負面,負面
5,"We had booked a hotel close to the Pantheon and passed this unique building every day. We marvelled at the fact that the Pantheon has survived till this day, because some centuries ago the Catholic Church had lost interest in the Pantheon and even allowed Bernini to scavenge bronze from the Pantheon to use for the 'baldacchino' in the newly built St. Peter Cathedral. The Pantheon could have gone the way of the Colosseum easily, where large parts were scavenged as building material. But luckily we still may be speechless at a rather unscatched  Pantheon, outside and inside. However the time that you could shuffle into the Pantheon unchecked for free has gone. Now you have to buy tickets and stand in line.",中立,中立
4,"A site that in my opinion is a mustIt is important to arrive in the middle of the week and not at the weekend, so it is much busierThe entrance is paid differently than before when it was freeA bit of history",中立,中立
5,"Very beautiful site to see there is only one room. We took the wire-free ticket online on the official Pantheon website with audio guide in French. However, it is very poorly marked. You must pick up a voucher for your ticket 10 minutes from the Pantheon in a small shop. The address is indicated on the ticket. Then you can enter the Pantheon. It wasn't very well signposted and it was unpleasant. We wasted 20 minutes going back and forth and it was difficult to understand where we should go to get the ticket. You need Google maps to be guided on foot.",負面,負面
5,"The Pantheon in Rome is one of the most significant buildings in the world that remain from the Roman Empire. Once the Antheon was used as a Roman temple, now it's an important church. The Pantheon dates from AD 125. The Pantheon's hand-made dome is amongst the largest in the world. It served as a model for Brunelleschi's famous dome in Florence and the US State Capital in Washington DC. The Pantheon is an ancient Roman building that remains in service.",中立,中立
4,"The wonderful visit. It is preferable to do it with an audio guide so that it makes sense. Of course, making a prior reservation through a company (in our case VIATOR) is a TEASE (at least in low season, when the lines are not long): they charged us €18/pax for entrance with audio guide, if you get the ticket there it is €5 + €5 audio guide.",負面,負面
5,"The pantheon is a monument to see and do, but above all, don't buy a ticket in advance because you will be offered exaggerated prices! We were offered 16€ per person, we arrived on site and saw a machine for 5€ per ticket per person and 2€ for 18 to 25 year olds!",負面,負面
5,I visited the Pantheon on Jan. 29th as part of a guided tour I was taking as it was one of the stops. It is quite a site with incredible history and beauty. Unfortunately we didn’t have much time at this stop on our tour and it was extremely crowded. My advice is to book a specific guided tour for the Pantheon or get one of the recorded tour audios. Also keep an eye out for pickpockets in the area and go early morning for reduced crowds.,正面,中立
5,"It is very sad to think that Pantheon used to be a temple for the Greek/Roman gods ended up being now a Christian church !! However   , I still fill the energy and the vibe of the Greek/Roman gods .Very beautiful architecture!",中立,中立
4,"Opinions are certainly somewhat divided when it comes to the Pantheon, as it is one of the most popular buildings in Rome.The square with the fountain in front of the Pantheon is really worth seeing and the Pantheon itself, with its ""youthful age"" of 2,000 years, looks damn good, the classic social media hotspot (o;The large, impressive dome with the wall paintings dominates inside, of course, but because of the ""rain window"" in the middle of the dome, everything inside only takes place at the edge and it feels like 50% of the stone floor in the Pantheon is cordoned off.And when the queue at the ticket office stretches all the way to the forecourt, it's better to ""just"" enjoy the impressive facade.",中立,中立
4,"Spectacular and important monument. Absolutely “worth a journey” and a must see cultural site in Rome.As a result it’s crowded. Staff are patient and helpful which is amazing considering the number of visitors and the POORLY RUN TICKETING SYSTEM THAT DOES NOT ACCEPT CREDIT CARDS AFTER YOU SPEND 10 MINUTES FILLING OUT UNNECESSARY INFO and then blows up.  We bought a ticket in person from the box office finally - another friend in line had an Italian family take pity on him and they simply bought a ticket and gave it to him, a very kind and typically Roman gesture. Beware the nasty English speaking guides hustling you for a 15 Euro tour on the plaza, they are pushy and horrible.",負面,負面
4,"Nice opportunity to learn Rome history. I also attended Christmas Eve church service there, they kept us standing in line and began letting us in once the service was started.",中立,中立
4,"It is a marvelous work of architecture, Roman empire at its peak. Unfortunately it was very crowded which delayed our entry more than expected",中立,中立
4,Obviously this is one of the more famous Roman landmarks so when you visit be prepared for crowds. And pickpockets. Never let anyone within arm's reach of your person for safety's sake.,中立,中立
5,"Amazing city. Every step and story. Suddenly through the straits the wonderful sights loomed.A little attention only to the taxi drivers, for two kilometers they may ask you €40.!!!",正面,負面
4,download vox city app pay at the front & using head phones do a self tour for under 10 euros instead of paying the tourist co,中立,中立
5,"Built in the year 106Once temple of several gods then Catholic church.So now the gods are gone and the church is decorated as Catholic churches should be now.The world's largest unsupported dome.Large round hole in the middle of the dome, which is open to the outdoors.And the only natural light source in the church.Raphael's tomb is located here.",中立,中立
4,It's a good place. It's small and there are too many people. If you are patient it is a good place. You have to wait too long to enter even with a ticket purchased in advance.,負面,負面
5,"Queue moved quickly. Once in the ticket area the lady added how old my daughter was and I said 14 years. I even had her passport, no problem the lady said, she is free, get a ticket from the lady sat on the chair outside and she will give you a ticket. So we did. The woman's face was full of disgust and anger as she begrudgingly handed us a ticket. I'm still unsure what we did wrong??Once inside the information on boards is very interesting and the ceiling us quite something to see.Sadly another experience of an unfriendly Italian,  before you say anything, my great grandmother was an Italian countess, full of grace, kindness and beauty! Perhaps uts just Romans!",負面,負面
4,Wonderful experience but where you have to pick up tickets is confusing and hard to find for someone from another country,中立,中立
4,"You can't go to Rome without seeing the Pantheon, a Roman monument among others. but seen from the outside, nothing exceptional",負面,負面
4,Impossible to hope to enter without having reserved your ticket in advance. Huge lines that made us turn back but we had to try,負面,負面
5,"Went yesterday Oct. 6th about 12 Noon. IGNORE all the warnings in the guide books and online saying there is some dress code and that both men and woman must have knees covered. NO SUCH RULE EXISTS (maybe on Sundays) and 90% of people in there were wearing shorts (or even less). Also, we didn't see where reservations were needed. There were two lines- one for those paying with cash (5 Euros each) and the other for those using credit cards. We paid cash and the line was 10 minutes at most. The line for credit card or vouchers was MUCH longer. This is a must see in Rome.",正面,負面
5,The Phanteon of Rome. It is a columned monument which dates from the Roman era. As if we were there. We imagine the people who lived there two thousand years ago. And even if everything has been rebuilt over the centuries. A square full of tourists. A huge queue to get inside.,中立,中立
5,"We weren’t sure if we would be able to get into the Pantheon, we didn’t have advance tickets and we had heard that the queues were usually long  and you might wait for ages.On arrival we found that the queues were  indeed long and the ticketing system a little confusing, people were offering us tickets and tours but we ignored them as were unsure if they were genuine.There were several queues, some for prepaid tickets and some to buy a ticket….we eventually discovered from the quite helpful ticket staff that we could buy tickets online using the QR code on their display board… this took about a minute and we got in almost immediately.Once inside we  were so glad that we were seeing this amazing building that even today defies modern science as to exactly how it was constructed.It has the original Roman doors….imagine that.It was busy but not overly busy, we could explore and read the information about the church and it’s history, we did not have a guided tour but we will when we return.It’s an amazing place, we gazed up at the dome and tried to imagine all the people who had passed the same way in the previous ages, fantastic and well worth visiting.I recommend you have a guide of some kind and allow plenty of time to absorb just being there as well as the beauty of this ancient building.",正面,中立
4,"Nice old building turned into a church, very beautiful, jut take ten minutes to see. The official ticket is 5 euros, at the entrance.If you go you get tickets at the door, we don’t know we pay 19 euros at the agency. To be honest its not worth more 5 euros.",負面,負面
4,"It is only fairly recently that there has been a charge to visit The Pantheon. It is free entry for some, which is clearly stated on the information boards. We did not have tickets, so we joined a queue, arriving around 10am. We queued for about half an hour. Not having arranged a tour, we walked around looking at the architecture and decoration of the building. We spent about half an hour looking around.",中立,中立
